0,0.142,0.142,0,0,0,0,0,0,0,0.142,0.142,0.142,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.166,0.166,0,0,0,0,0,0,0,0.166,0.166,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.076,0,0.153,0,0,0,0,0,0,0.153,0.153,0.153,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.081,0,0.098,0,0,0,0,0,0,0.163,0.163,0.163,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.087,0,0.035,0,0,0,0,0,0,0.175,0.175,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.09,0,0,0,0,0,0,0,0.181,0.181,0,0.09,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
0,0.222,0,0,0,0,0,0,0,0,0.222,0.222,0.111,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.142,0,0,0,0,0,0,0,0,0.142,0.142,0.142,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.111,0,0,0,0,0,0,0,0,0.111,0.111,0.111,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.111,0,0,0,0,0
0,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0
0,0.4,0,0,0,0,0,0,0,0,0.075,0.075,0.075,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.075,0,0,0,0,0
0,0.142,0,0,0,0,0,0,0,0,0.142,0.142,0.142,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.147,0,0,0,0,0,0,0,0,0.147,0.147,0.147,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.151,0,0,0,0,0,0,0,0,0.151,0.151,0.151,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.156,0,0,0,0,0,0,0,0,0.156,0.156,0.156,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.161,0,0,0,0,0,0,0,0,0.161,0.161,0.161,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1
0,0.05,0,0,0,0,0,0,0,0,0.2,0.2,0.15,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
